track_name,artist,genre,popularity,duration_ms,energy,valence,danceability,mode
One wear,Nichole Drake,reggae,81,134757,0.82,0.33,0.22,1
Detail sound customer,Wesley Nelson,reggae,71,187068,0.86,0.76,0.4,1
Clear,Kathryn Ruiz,classical,88,293232,0.15,0.89,0.37,0
Million adult,Jennifer Black,hip hop,21,260645,0.9,0.76,0.11,0
Less know of job,William Rivera,hip hop,47,174963,0.04,0.9,0.51,1
Strategy throughout,Nicholas Meyer,folk,38,298653,0.94,0.42,0.91,1
Turn a,Richard Fields,folk,78,224654,0.28,0.8,0.22,1
Loss peace pattern,Darrell Lewis,jazz,41,270691,0.47,0.15,0.23,0
Return decide,Lindsay Orr,rock,41,210338,0.68,0.71,0.6,0
Old onto,Jasmine Smith,folk,79,248069,0.27,0.71,0.97,0
Memory return,Kristen Luna MD,rock,81,196318,0.97,0.39,0.89,0
Radio traditional,John Evans,metal,41,151536,0.84,0.65,0.79,1
Ground fish trouble,Julia Green,metal,42,178725,0.27,0.41,0.79,0
Attack politics next,Charlotte Jones,classical,82,234250,0.31,0.11,0.4,1
Score sometimes north,Nicholas Meyer,electronic,1,133060,0.57,0.21,0.74,0
These subject,Marvin Shaw,pop,50,170245,0.84,0.09,0.74,1
Court data player,Jesse Mccarthy,hip hop,35,157901,0.13,0.28,0.54,0
Federal discover red,Charlotte Jones,jazz,84,277339,0.17,0.38,0.55,1
Class since,Brittany Avila,metal,88,132927,0.95,0.8,0.87,0
Stock break top,Wesley Nelson,jazz,26,171520,0.91,0.55,0.07,1
Yes answer,John Evans,electronic,95,183441,0.37,0.88,0.4,1
Western,Mary Martin,rock,41,188475,0.27,0.88,0.35,0
Land already between analysis,Christopher Higgins,metal,78,234666,0.48,0.27,0.75,1
Give born,Alyssa Kelley,hip hop,17,132603,0.63,0.75,0.4,1
Low back number,Abigail Watkins,rock,76,160149,0.71,0.82,0.35,1
Film,Derrick Flores,hip hop,46,131160,0.17,0.09,0.88,1
Within so choose,Nicholas Meyer,classical,100,290133,0.84,0.22,0.25,0
Almost maintain now,Janice Schaefer,reggae,43,203892,0.55,0.09,0.16,0
Range man,Julia Green,metal,27,279210,0.37,0.48,0.51,1
In organization,Wesley Nelson,metal,57,267109,0.61,0.83,0.83,1
Religious family,Brandi Yates,rock,100,267476,0.7,0.94,0.61,0
Hair director several,Lindsay Orr,reggae,47,217078,0.07,0.57,0.69,1
Thing fine security,Clayton Stone,rock,77,163309,0.34,0.67,0.43,1
Bed enjoy,Jesse Mccarthy,folk,66,296413,0.76,0.52,0.64,1
Relate huge,John Evans,jazz,56,233868,0.35,0.78,0.58,0
Front much management,Richard Fields,reggae,46,205496,0.3,0.61,0.65,0
The change,Donna Ellis,jazz,98,233222,0.54,0.66,0.1,1
Risk picture improve,Anne Flynn,hip hop,92,120700,0.83,0.27,0.61,0
Able half,Alexa Pace,reggae,88,183174,0.3,0.11,0.21,1
Significant score seek,Marvin Shaw,reggae,6,294061,0.05,0.12,0.33,1
Along stock hope,Janice Schaefer,reggae,29,195428,0.61,0.26,0.66,1
Recently during,Lindsay Orr,folk,17,165337,0.35,0.37,0.96,1
Home attention for,Julia Green,metal,13,178523,0.34,0.65,0.73,1
Add scene,Abigail Watkins,jazz,50,259976,0.33,0.65,0.47,1
Play sing,William Rivera,hip hop,18,260615,0.37,0.37,0.55,1
Call would truth region,Edward Mitchell,reggae,76,199013,0.83,0.36,0.5,1
Child,Christopher Higgins,metal,19,259173,0.77,0.26,0.64,0
Wide factor,Lacey Shaw,metal,30,175942,0.74,0.66,0.96,1
Back yet current,Wesley Nelson,reggae,38,124782,0.47,0.25,0.81,1
Paper art,Julia Green,rock,93,249158,0.67,0.49,0.81,0
Listen these real,Marvin Shaw,jazz,71,211566,0.71,0.57,0.99,0
Many require floor,Jonathan Atkins,reggae,47,225492,0.04,0.46,0.19,1
Hit paper role,Richard Fields,rock,9,240616,0.35,0.68,0.66,0
Good movement yet,John Evans,rock,95,129244,0.94,0.46,0.79,1
Poor administration,Alyssa Kelley,pop,69,233371,0.7,0.18,0.53,1
So me,Alexa Pace,rock,90,160919,0.11,0.8,0.58,0
War consumer,Charlotte Jones,folk,74,231206,0.45,0.68,0.35,0
Statement director,Alyssa Kelley,metal,30,216472,0.88,0.8,0.7,1
Skin offer,Alyssa Kelley,pop,7,239132,0.13,0.53,0.21,0
Issue speech,Donna Ellis,electronic,44,147910,0.75,0.61,0.07,0
Compare level various,Kathryn Holloway,pop,59,201235,0.16,0.64,0.98,0
Great thousand,Alexa Pace,metal,86,178986,0.31,0.71,0.73,1
Do outside,Charlotte Jones,reggae,8,190262,0.52,0.02,0.7,0
True plan most,Janice Schaefer,pop,86,179854,0.8,0.77,0.44,1
Yes reality,Anne Flynn,folk,49,126603,0.51,0.97,0.34,1
Home long,Nicholas Meyer,electronic,60,275005,0.95,0.71,0.8,0
Reduce pretty pay,David Baker,folk,66,222325,0.43,0.58,0.09,0
According just,Erika Norton,hip hop,21,139807,0.26,0.66,0.32,0
Security thank prevent serious,Roberto Heath,metal,13,273506,0.49,0.64,0.57,0
Message,Jesus Flores,classical,39,223367,0.98,0.76,0.45,1
Some production painting Mrs,Kathryn Ruiz,jazz,47,176300,0.18,0.69,0.32,1
Town member,Marvin Shaw,rock,66,145573,0.8,0.69,0.67,1
Ball ready society,Nichole Drake,rock,48,238002,0.19,0.97,0.69,0
Believe every partner,Nichole Drake,pop,70,289887,0.64,0.1,0.59,1
Pull deep,Derrick Flores,metal,38,146140,0.54,0.9,0.86,0
Chair Mr,Kathryn Ruiz,jazz,85,155279,0.17,0.95,0.26,0
Paper machine,William Rivera,electronic,41,189982,0.97,0.9,0.11,1
Raise much,Christopher Gomez,hip hop,26,222017,0.01,0.0,0.48,1
Forget that different,Janice Schaefer,jazz,61,132113,0.73,0.01,0.42,1
Anyone establish economy,Abigail Watkins,metal,69,182190,0.78,0.38,0.74,1
Lay,Lindsay Orr,pop,53,291496,0.48,0.84,0.64,0
Adult some top,Alyssa Kelley,rock,18,130956,0.28,0.52,0.52,0
Beautiful follow,Abigail Watkins,jazz,64,222218,0.81,0.22,0.23,0
Hot together final,Clayton Stone,metal,83,206116,0.8,0.26,0.43,1
Strategy language morning,Ebony Frey,rock,78,141840,0.4,0.32,0.91,0
Media of,Kathryn Ruiz,pop,100,185581,0.8,0.57,0.97,1
These have,Donna Ellis,pop,38,154259,0.34,0.66,0.11,1
Want resource,Marvin Shaw,pop,70,138127,0.74,0.37,0.57,0
Painting age,Christopher Gomez,metal,18,271932,0.39,0.95,0.46,0
Market cup our,Kyle Brady,rock,31,137559,0.6,0.64,0.4,0
Back imagine term,Lacey Shaw,classical,51,120903,0.14,0.11,0.57,0
Piece trouble,Kristen Luna MD,folk,65,239405,0.37,0.28,0.01,0
Political deep make,Charlotte Jones,electronic,47,262930,0.23,0.5,0.3,0
Candidate power age,Kathleen Lang,pop,46,237606,0.24,0.8,0.85,1
Right to suffer,Kyle Brady,jazz,32,218928,0.57,0.77,0.71,0
Professional white,Lacey Shaw,pop,94,141361,0.3,0.91,0.77,0
Smile person,William Rivera,folk,24,142749,0.57,0.37,0.95,1
Kid expert,Donna Ellis,pop,43,278046,0.45,0.49,0.49,1
Floor serve participant,Erika Norton,pop,4,210544,0.41,0.45,0.06,1
Mr buy specific,Destiny Roberts,rock,32,220135,0.0,0.09,0.39,0
Mind real born,Ebony Frey,folk,41,174744,0.24,0.39,0.26,1
Choice education day,Janice Schaefer,metal,59,294910,0.44,0.06,0.39,0
Down suffer,Charles Conley,jazz,83,273910,0.8,0.46,0.64,0
Tonight blue wear,Matthew Reese,rock,97,243841,0.76,0.04,0.23,1
Data unit once,Edward Mitchell,metal,92,238276,0.33,0.75,0.5,1
Who market necessary compare,Marvin Shaw,classical,99,120084,0.3,0.28,0.53,0
Social adult place,Jasmine Smith,jazz,56,176942,0.84,0.54,0.99,1
Hard teacher by,Kyle Brady,pop,37,162519,0.48,0.46,0.78,1
Common lot,Lindsay Orr,jazz,52,150767,0.11,0.05,0.95,1
Couple clearly buy simple,Clayton Stone,metal,57,214911,0.29,0.74,0.42,1
Also see night,Derrick Flores,hip hop,72,239515,0.15,0.39,0.58,1
Foreign,Kyle Brady,folk,34,298336,0.02,0.2,0.01,1
At affect fire,Jennifer Black,metal,44,229277,0.01,0.43,0.72,0
Bar toward girl author,William Livingston,metal,27,256158,0.13,0.41,0.55,0
Network west,John Evans,reggae,58,235089,0.6,0.47,0.76,0
Understand senior five,Anne Flynn,metal,48,178411,0.5,0.59,0.88,1
Official team cover,Brandi Yates,rock,100,142386,0.06,0.44,0.24,1
Nice and team,Destiny Roberts,rock,70,276519,0.42,0.19,0.79,1
Policy to also,Brittany Avila,folk,21,195345,0.2,0.23,0.68,0
Film house break,Anne Flynn,pop,27,281685,0.59,0.23,0.28,0
Network race tax,Kristen Luna MD,metal,3,219050,0.57,0.97,0.71,0
Purpose reality,Jesus Flores,metal,44,291538,0.13,0.34,0.54,1
Morning think,Charlotte Jones,classical,17,276968,0.31,0.14,0.34,1
Real,Christopher Higgins,pop,100,220280,0.86,0.26,0.53,1
Certainly writer impact body,Christopher Gomez,jazz,61,209297,0.25,0.12,0.58,0
Involve soon,Lacey Shaw,jazz,46,211766,0.96,0.9,0.53,0
Star office current,William Rivera,classical,56,227530,0.76,0.3,0.13,1
Table suddenly everything sing,Lindsay Orr,pop,71,231221,0.55,0.64,0.45,1
Enjoy industry,Amanda Huffman,pop,23,131021,0.23,0.59,0.13,0
Country side back,William Livingston,electronic,61,128960,0.9,0.09,0.97,1
Pick quickly,Alexa Pace,folk,53,174748,0.95,0.78,0.66,1
Week particular whom,Charlotte Jones,folk,61,161806,0.92,0.52,0.2,0
End able drive,Lacey Shaw,jazz,39,268736,0.36,0.41,0.58,0
Still believe,Brandi Yates,reggae,73,222839,0.31,0.11,0.01,0
Company begin,Christopher Gomez,hip hop,71,252791,0.01,0.0,0.32,0
Seek full,Jennifer Black,hip hop,62,201846,0.34,0.08,0.94,0
That yet,Nicholas Meyer,hip hop,90,291988,0.75,0.08,0.89,1
Argue debate end,Jennifer Mcpherson,jazz,34,137517,0.4,0.53,0.62,0
Air artist,Antonio Jones,pop,51,228803,0.13,0.47,0.65,0
Approach figure pressure home,Mary Martin,rock,21,226365,0.68,0.57,0.25,0
Positive around,Donna Ellis,pop,92,224397,0.06,0.53,0.77,1
Policy whose,Erika Norton,folk,25,123511,0.57,0.37,0.95,0
Floor conference,Jasmine Smith,electronic,71,176666,0.4,0.71,0.01,0
According big whole,Julia Green,rock,42,236767,0.98,0.15,0.13,1
Offer civil building,Antonio Jones,rock,94,293974,0.53,0.5,0.1,1
Ready possible,Abigail Watkins,pop,46,131608,0.72,0.57,0.5,1
Run physical do,Richard Fields,hip hop,79,153849,0.35,0.57,0.05,0
Its weight,Nicholas Meyer,folk,92,212492,0.13,0.23,0.15,1
Hot page,Antonio Jones,pop,73,289723,0.85,0.75,0.59,0
Modern color pick,Kyle Brady,rock,68,285578,0.91,0.91,0.81,0
Say until stand,Nichole Drake,metal,77,289325,0.44,0.28,0.16,0
Get economy property,Kyle Brady,reggae,58,199352,0.7,0.11,0.79,1
Stay note,Clayton Stone,hip hop,71,242616,0.83,0.58,0.16,0
Talk mission,Kathryn Holloway,classical,10,255562,0.93,0.24,0.07,1
Real road skill,Nicholas Meyer,reggae,57,181770,0.76,0.65,0.71,1
Toward yes,Lacey Shaw,reggae,96,187602,0.3,0.64,0.2,1
Challenge enough,Jesus Flores,jazz,59,256024,0.5,0.6,0.87,1
Both goal question now,Marvin Shaw,reggae,43,226456,0.75,0.85,0.22,0
Amount church,Jesus Flores,hip hop,73,132288,0.76,0.23,0.93,0
Oil produce,Destiny Roberts,jazz,37,243443,0.58,0.42,0.05,0
Room writer,Darrell Lewis,pop,36,122486,0.6,0.42,0.35,0
Outside,Kathleen Lang,reggae,16,195493,0.88,0.41,0.69,0
Across available,Jennifer Mcpherson,hip hop,33,275687,0.15,0.03,0.41,0
Tonight could,Kathryn Holloway,pop,97,142158,0.72,0.27,0.83,0
Production,Amanda Huffman,rock,42,158878,0.47,0.11,0.71,1
Plant significant,Jesse Mccarthy,hip hop,50,201458,0.91,0.26,0.96,1
I form,Darrell Lewis,metal,100,123341,0.88,0.63,0.52,0
Impact her,Nichole Drake,electronic,42,280122,0.53,0.74,0.45,1
For various school,Lacey Shaw,hip hop,73,261218,0.64,0.83,0.96,1
Always including,Amanda Huffman,metal,53,246169,0.79,0.8,0.08,1
Collection perhaps,Kathryn Holloway,electronic,2,164252,0.17,0.77,0.16,1
Ok suggest,Nicholas Meyer,reggae,99,181938,0.4,0.01,0.72,0
Position soon,Darrell Lewis,pop,4,286764,0.06,0.3,0.45,0
Glass voice return,Clayton Stone,jazz,18,238386,0.5,0.25,0.74,1
Picture form,Julia Green,classical,84,133761,0.71,0.28,0.64,0
Partner boy,Jesus Flores,metal,63,276943,0.14,0.71,0.06,1
Authority put,Jennifer Mcpherson,reggae,34,269659,0.22,0.2,0.96,1
Employee never smile,Antonio Jones,pop,40,175577,0.74,0.67,0.87,1
Through book,Derrick Flores,hip hop,60,266259,0.69,0.33,0.2,0
Large exactly,William Rivera,electronic,2,246196,0.23,0.34,0.63,0
Class,Jesse Mccarthy,pop,29,230913,0.31,0.85,0.15,1
On watch then,Richard Fields,jazz,81,269436,0.54,0.19,0.82,0
Mrs whose,William Rivera,pop,29,210922,0.04,0.92,0.4,0
On hundred risk,Destiny Roberts,electronic,41,145123,0.82,0.49,0.09,1
Cost want,Christopher Gomez,classical,63,134192,0.8,0.96,0.27,0
Bag,Anne Flynn,jazz,19,289772,0.82,0.68,0.95,1
Break them,William Livingston,jazz,10,275643,0.62,0.37,0.37,0
Little cut,Charles Conley,hip hop,29,253874,0.8,0.04,0.49,0
Media nature plan,William Rivera,rock,93,210507,0.9,0.35,0.74,1
Will determine,David Baker,jazz,8,281604,0.71,0.47,0.33,1
Candidate live,Mary Martin,classical,63,151791,0.89,0.39,0.8,0
Enough reach,Matthew Reese,folk,83,154461,0.98,0.41,0.02,1
Weight mother hotel,Edward Mitchell,rock,52,155160,0.85,0.07,0.67,1
Bring spring,William Rivera,metal,40,154451,0.01,0.78,0.46,0
Sing decision,Christopher Higgins,classical,37,160328,0.05,0.61,0.66,1
Whether girl night,Kathryn Holloway,metal,57,240738,0.88,0.31,0.69,1
Modern,Derrick Flores,pop,5,275414,0.04,0.04,0.92,1
Free himself since,Ryan Hahn,rock,93,176767,0.6,0.49,0.51,0
Attack girl our,Kathryn Holloway,folk,26,130030,0.28,0.97,0.39,0
Law suddenly,William Rivera,metal,71,257102,0.11,0.97,0.47,1
Impact think,Jennifer Black,rock,87,212594,0.93,0.93,0.05,1
Painting step two,Brandi Yates,pop,75,220089,0.33,0.4,0.56,0
Hold free,Lindsay Orr,metal,22,257364,0.03,0.48,0.16,1
Authority own might,Wesley Nelson,hip hop,92,287331,0.98,0.11,0.67,1
Example car,Anne Flynn,reggae,80,170634,0.46,0.35,0.28,1
Save military,Donna Ellis,folk,93,127544,0.96,0.22,0.77,1
First meeting fly tonight,David Baker,folk,76,273089,0.63,0.57,0.1,1
Detail report house nor,Jonathan Atkins,classical,77,263818,0.2,0.46,0.08,1
Identify force,Julia Green,reggae,72,129258,0.94,0.38,0.52,1
Exist director economy,Jennifer Mcpherson,reggae,8,267111,0.34,0.49,0.1,1
Mouth week,Mary Martin,jazz,55,131910,0.35,0.61,0.37,1
Laugh apply,Clayton Stone,electronic,31,143436,0.5,0.92,0.66,0
Traditional officer size,Richard Fields,hip hop,92,128486,0.13,0.53,0.96,1
Bit foot,David Baker,classical,27,182973,0.77,0.7,0.48,0
Across open,Amanda Huffman,pop,25,146062,0.38,0.69,0.48,0
Cover range interest watch,Abigail Watkins,metal,47,194231,0.55,0.67,0.01,0
Financial car,Julia Green,hip hop,85,135093,0.14,0.37,0.82,1
Travel idea,Richard Fields,classical,84,135152,1.0,0.3,0.99,0
New budget during,Nichole Drake,folk,72,250016,0.4,0.46,0.52,1
Relationship rich,Clayton Stone,hip hop,48,145531,0.39,0.01,0.8,1
Along start general,Jennifer Black,electronic,28,295964,0.06,0.03,0.08,0
Agreement education capital,Lacey Shaw,classical,78,200534,0.62,0.23,0.02,1
Assume but time,John Evans,rock,72,268476,0.96,0.41,0.99,1
Recognize popular,Anne Flynn,metal,65,282318,0.5,0.19,0.1,1
Reveal how,Anne Flynn,hip hop,43,160685,0.45,0.33,0.4,0
Thing less,Destiny Roberts,hip hop,31,129792,0.13,0.9,0.29,1
Simply Mrs,Edward Mitchell,metal,59,238386,0.85,0.98,0.1,1
Education anyone resource,Brandi Yates,rock,47,255962,0.56,0.04,0.26,0
Lead class,Wesley Nelson,folk,43,138205,0.41,0.43,0.71,0
Safe family record,Nichole Drake,hip hop,74,153315,0.49,0.55,0.77,1
Other such,Ebony Frey,pop,71,220038,0.8,0.42,0.33,1
College,Jesus Flores,metal,41,264613,0.81,0.86,0.28,1
Room question,Wesley Nelson,hip hop,18,161961,0.8,0.26,0.56,1
Benefit push newspaper pattern,Christopher Gomez,folk,50,170172,0.72,0.24,0.46,1
Election continue,Clayton Stone,rock,46,130892,0.23,0.07,0.84,0
Short true,Christopher Higgins,folk,89,159976,0.38,0.38,0.59,0
Almost relationship since,Marvin Shaw,jazz,77,185152,0.67,0.41,0.38,0
Book current production,Janice Schaefer,jazz,100,144252,0.87,0.57,0.74,0
Spring lot,Nicholas Meyer,hip hop,40,219186,0.96,0.68,0.14,1
Play guy house social,Kathleen Lang,reggae,71,264758,0.67,0.21,0.06,0
Heavy tonight,Julia Green,electronic,10,193637,0.09,0.76,0.52,0
Minute information,Matthew Reese,folk,13,201802,0.01,0.98,0.92,0
Paper college,Charles Conley,hip hop,81,150367,0.44,0.59,0.0,1
Life stay should different,Christopher Higgins,reggae,64,214675,0.41,0.57,0.27,0
Ahead conference,Janice Schaefer,metal,12,197571,0.66,0.5,0.53,0
Represent less,Erika Norton,pop,13,188858,0.81,0.35,0.91,1
Anything skin,Lindsay Orr,classical,16,159968,0.46,0.66,0.47,1
Me teach weight,Janice Schaefer,pop,92,190183,0.03,0.21,0.99,1
Together kid turn,Julia Green,jazz,79,284465,0.58,0.92,0.53,0
View decide figure campaign,William Rivera,electronic,77,147929,0.71,0.39,0.97,1
Again right letter,Jesse Mccarthy,rock,80,226042,0.96,0.07,0.83,0
Official majority,Lacey Shaw,electronic,54,238206,0.35,0.94,0.7,0
However eye have,Alyssa Kelley,classical,50,183290,0.09,0.84,0.08,1
Ask establish,Jonathan Atkins,classical,52,144804,0.17,0.23,0.04,1
They will oil,Ryan Hahn,pop,35,235556,0.29,0.52,0.46,1
Last something financial,Kathryn Ruiz,folk,99,286612,0.64,0.82,0.59,1
From include real,William Livingston,folk,59,123176,0.9,0.25,0.81,0
Society sport support,Janice Schaefer,pop,59,121029,0.75,0.44,0.95,0
Away rather car lead,Charles Conley,reggae,73,201249,0.6,0.81,0.82,0
Result explain view,Jennifer Black,reggae,13,149005,0.93,0.07,0.11,1
No hospital,Christopher Higgins,pop,35,281503,0.02,0.92,0.27,1
Interview civil,Mary Martin,rock,42,275167,0.42,0.28,0.23,1
Which four something,Jasmine Smith,metal,43,218048,0.94,0.23,0.99,1
Clear rate help,Nichole Drake,pop,93,181377,0.36,0.91,0.88,0
Name church deep,Jesus Flores,jazz,88,273528,0.58,0.38,0.4,1
Executive tax run young,Nicholas Meyer,electronic,49,149273,0.96,0.61,0.65,1
Without,Abigail Watkins,electronic,58,176742,0.96,0.87,0.76,0
South tax let television,Derrick Flores,jazz,63,159907,0.93,0.2,0.75,1
From here,Kathryn Ruiz,folk,42,293343,0.24,0.62,0.87,1
Either,Janice Schaefer,folk,84,144245,0.26,0.08,0.93,0
Wide,Darrell Lewis,jazz,25,152602,0.89,0.48,0.61,1
Hear market,Aaron Phillips,pop,0,215758,0.36,0.64,0.48,0
Time rich,Janice Schaefer,classical,77,152845,0.12,0.72,0.39,1
Must each,Alexa Pace,pop,89,273995,0.56,0.19,0.88,1
Around environment more,Clayton Stone,metal,51,174690,0.82,0.54,0.6,0
Scientist decision,Jonathan Atkins,rock,84,284729,0.65,0.36,0.0,0
Reality environment student,Julia Green,electronic,84,154686,0.48,0.84,0.1,1
Against sure,Edward Mitchell,metal,74,159561,0.36,0.13,0.83,0
Suddenly life,Richard Fields,classical,79,165517,0.39,0.05,0.05,0
Into impact bar,Brandi Yates,rock,98,134518,0.08,0.33,0.07,0
Sit throughout,Erika Norton,reggae,71,187612,0.79,0.97,0.75,0
Blood may,Roberto Heath,hip hop,29,120316,0.05,0.74,0.51,0
Sort head stop,Clayton Stone,folk,85,218426,0.83,0.62,0.76,1
Expect kitchen,Destiny Roberts,reggae,25,296646,0.93,0.07,0.26,1
Treat,Marvin Shaw,folk,63,297279,0.89,0.98,0.95,0
Team,Jennifer Mcpherson,metal,40,229835,0.07,0.14,0.99,0
Decade need,Richard Fields,hip hop,52,175921,0.75,0.53,0.98,1
Enter Mr behind,Lindsay Orr,rock,49,136549,0.64,0.63,0.72,0
Hold the,Erika Norton,hip hop,52,188628,0.76,0.69,0.44,0
Under then,Derrick Flores,metal,24,203064,0.91,0.61,0.07,1
Defense media job,Antonio Jones,metal,1,183915,0.15,0.78,0.67,0
Let,Kyle Brady,hip hop,17,259895,0.15,0.89,0.81,1
Commercial claim tonight plant,Jesse Mccarthy,rock,48,277942,0.24,0.58,0.61,1
Table especially,Jesse Mccarthy,hip hop,40,168499,0.91,0.41,0.26,1
Wrong whose,Antonio Jones,folk,97,185093,0.8,0.75,0.43,1
Look traditional,Marvin Shaw,folk,14,139499,0.31,0.97,0.22,1
Free still rate,Richard Fields,jazz,77,256246,0.02,0.56,0.48,1
Nothing lawyer option,Jasmine Smith,classical,44,275669,0.67,0.78,0.06,1
Professional marriage call,Charlotte Jones,hip hop,61,259105,0.48,0.61,0.17,1
Much every forget,Jasmine Smith,rock,19,124144,0.71,0.27,0.39,0
Style great,Lacey Shaw,reggae,14,228122,0.18,0.72,0.4,0
Direction against,Anne Flynn,electronic,24,204934,0.51,0.07,0.8,0
Attention tree current father,Mary Martin,classical,84,282327,0.59,0.95,0.47,0
Community gun,Darrell Lewis,reggae,25,277717,0.83,0.98,0.85,1
West door,William Livingston,classical,72,288689,0.82,0.25,0.45,0
Whether which,William Livingston,rock,61,297055,0.22,0.39,0.92,0
International about country,Kristen Luna MD,electronic,67,231593,0.15,0.36,0.96,1
This yet water,Abigail Watkins,metal,13,162025,0.36,0.56,0.73,0
Me choice card,Nichole Drake,electronic,3,123778,0.54,0.36,0.96,0
Section agreement care,Jasmine Smith,folk,18,271528,0.96,0.63,0.99,0
Help hand daughter,Janice Schaefer,folk,28,164900,0.8,0.04,0.47,0
I least,Lacey Shaw,rock,81,235704,0.23,0.43,0.35,1
Executive civil,Mary Martin,folk,19,168206,0.0,0.13,0.06,1
History door list,Mr. Norman Bender DDS,pop,37,156104,0.54,0.25,0.67,1
Purpose interesting movement,Alyssa Kelley,hip hop,78,232690,0.76,0.21,0.4,0
Class herself assume,Jesus Flores,hip hop,93,205783,0.35,0.09,0.71,0
Leader quite she,Roberto Heath,classical,4,254550,0.11,0.3,0.54,1
Safe whom,Destiny Roberts,hip hop,54,165329,0.21,0.05,0.21,0
Effort interesting actually,Destiny Roberts,reggae,16,183078,0.32,0.15,0.65,0
Start determine deep,Kristen Luna MD,pop,24,295548,0.27,0.14,0.82,1
Begin usually,Janice Schaefer,electronic,42,173663,0.57,0.98,0.77,0
Place next room,Richard Fields,folk,77,149322,0.87,0.71,0.22,1
Better marriage,Jesus Flores,metal,49,266316,0.47,0.68,0.01,0
Report any,Julia Green,pop,47,192993,0.91,0.06,0.02,0
Prove middle research culture,Alexa Pace,metal,33,272118,0.46,0.03,0.55,1
One animal question,Mr. Norman Bender DDS,classical,3,146175,0.33,0.66,0.49,1
Woman improve easy,Ebony Frey,hip hop,52,164553,0.52,0.59,0.3,0
Reveal east break,Wesley Nelson,classical,40,124760,0.65,0.96,0.41,1
Whom sort,Nicholas Meyer,rock,92,171155,0.12,0.84,0.71,1
Fight wait area,Jasmine Smith,hip hop,31,162636,0.13,0.79,0.55,0
Number up little bring,Derrick Flores,classical,70,170621,0.98,0.65,0.64,0
Position prove,Antonio Jones,classical,94,135011,0.95,0.85,0.31,1
Realize interview,Kyle Brady,hip hop,95,297304,0.2,0.36,0.77,0
